Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-09-10,Transportation,Online,Fuel Costs,6960.09,268.62
2023-09-10,Dining Out,Cash,Street Food,483.4,7.23
2023-09-10,Clothing,Cash,Work Attire,3959.2,198.17
2023-09-11,Subscriptions,Cash,Meal Kit Subscriptions,1754.23,104.27
2023-09-11,Transportation,Cash,Public Transit Pass,1055.12,69.91
2023-09-12,Utilities,Online,Waste Disposal Fees,458.29,21.18
2023-09-12,Dining Out,Cash,Coffee Shop Visit,260.56,6.77
2023-09-13,Health & Fitness,Online,Wellness Programs,1428.33,11.87
2023-09-13,Transportation,Online,Car Maintenance,3835.07,248.77
2023-09-13,Clothing,Cash,Casual Wear,823.75,71.63
2023-09-13,Dining Out,Online,Brunch With Friends,703.79,44.81
2023-09-14,Health & Fitness,Online,Yoga Classes,594.25,46.02
2023-09-14,Dining Out,Online,Dinner At A Restaurant,2285.48,61.35
2023-09-15,Clothing,Cash,Fashion Accessories,757.89,59.98
2023-09-15,Housing,Cash,Appliance Purchases,23881.24,1508.94
2023-09-15,Dining Out,Online,Coffee Shop Visit,270.1,5.38
2023-09-16,Entertainment,Cash,Movie Tickets,591.06,13.52
2023-09-17,Subscriptions,Online,Gym Membership,598.56,46.82
2023-09-17,Subscriptions,Cash,News Websites Subscription,923.49,85.39
2023-09-17,Dining Out,Online,Beverages At Bars,394.18,35.54
2023-09-17,Health & Fitness,Cash,Medical Consultations,1419.6,128.06
2023-09-18,Entertainment,Cash,Video Games,2484.13,198.97
2023-09-18,Housing,Cash,Rent Payment,12665.19,780.53
2023-09-18,Travel,Online,Baggage Fees,1753.78,113.19
2023-09-18,Dining Out,Online,Coffee Shop Visit,459.1,27.91
2023-09-19,Dining Out,Cash,Fast Food Meal,283.52,16.99
2023-09-19,Subscriptions,Cash,Online Learning Platforms,3708.11,217.83
2023-09-19,Groceries,Cash,Condiments And Spices,467.95,15.29
2023-09-20,Health & Fitness,Cash,Health Insurance Premiums,2925.08,102.52
2023-09-20,Subscriptions,Online,Digital Magazine Subscriptions,241.81,18.73
2023-09-20,Travel,Cash,Local Transportation,109.41,0.66
2023-09-20,Utilities,Cash,Maintenance Fees,996.79,33.55
2023-09-20,Entertainment,Cash,Hobby Supplies,900.44,11.26
2023-09-21,Travel,Online,Local Transportation,189.43,18.65
2023-09-21,Dining Out,Online,Dinner At A Restaurant,965.93,67.23
2023-09-21,Dining Out,Online,Coffee Shop Visit,187.82,6.09
2023-09-22,Subscriptions,Cash,Cloud Storage Services,169.49,8.48
2023-09-22,Groceries,Cash,Condiments And Spices,245.13,19.88
2023-09-23,Health & Fitness,Online,Medical Consultations,4347.06,173.54
2023-09-24,Dining Out,Cash,Dinner At A Restaurant,1872.91,21.06
2023-09-24,Dining Out,Online,Snacks From A Convenience Store,428.95,4.43
2023-09-24,Groceries,Cash,Dairy Products,1549.57,93.06
2023-09-24,Groceries,Cash,Cleaning Supplies,1863.88,16.77
2023-09-24,Dining Out,Cash,Coffee Shop Visit,378.04,13.33
2023-09-25,Subscriptions,Cash,Gaming Subscriptions,609.16,10.6
2023-09-25,Clothing,Cash,Children's Apparel,2929.63,170.09
2023-09-25,Subscriptions,Online,News Websites Subscription,414.08,24.26
2023-09-26,Entertainment,Online,Hobby Supplies,644.67,46.93
2023-09-26,Health & Fitness,Cash,Nutritional Supplements,646.25,14.0
2023-09-26,Groceries,Online,Baking Ingredients,523.56,0.76
2023-09-26,Clothing,Cash,Athletic Wear,1050.79,42.42
2023-09-26,Groceries,Online,Cleaning Supplies,644.15,58.06
2023-09-27,Health & Fitness,Cash,Yoga Classes,683.96,1.26
2023-09-27,Dining Out,Online,Coffee Shop Visit,259.45,13.94
2023-09-28,Housing,Online,HOA Fees,2584.66,87.82
2023-09-28,Groceries,Online,Condiments And Spices,530.6,10.41
2023-09-28,Transportation,Online,Parking Fees,968.81,92.55
2023-09-28,Dining Out,Cash,Dinner At A Restaurant,1750.97,1.54
2023-09-29,Groceries,Online,Meat And Fish,1120.13,91.18
2023-09-29,Dining Out,Online,Lunch Takeaway,678.59,30.15
2023-09-30,Housing,Online,Utilities Included,745.11,44.55
2023-09-30,Entertainment,Cash,Books And E-Books,459.34,36.07
2023-09-30,Transportation,Online,Car Loan Payment,8923.47,213.66
2023-10-01,Entertainment,Cash,Video Games,1473.24,13.98
2023-10-01,Housing,Cash,Property Taxes,4719.73,148.2
2023-10-01,Groceries,Online,Fruits And Vegetables,634.51,30.31
2023-10-01,Dining Out,Online,Brunch With Friends,598.03,52.85
2023-10-01,Health & Fitness,Cash,Yoga Classes,600.64,35.31
2023-10-02,Transportation,Online,Parking Fees,389.85,13.3
2023-10-03,Health & Fitness,Online,Health Insurance Premiums,1521.74,16.19
2023-10-03,Housing,Online,HOA Fees,969.53,34.13
2023-10-03,Travel,Cash,Car Rentals,1770.0,95.52
2023-10-03,Groceries,Cash,Condiments And Spices,262.32,8.84
2023-10-03,Dining Out,Cash,Coffee Shop Visit,300.72,20.11
2023-10-04,Travel,Cash,Souvenirs,1443.56,16.93
2023-10-04,Subscriptions,Online,Online Learning Platforms,1032.06,93.08
2023-10-05,Travel,Cash,Souvenirs,1911.32,81.56
2023-10-05,Travel,Online,Baggage Fees,627.08,12.99
2023-10-06,Dining Out,Cash,Special Occasion Dinner,3416.33,95.54
2023-10-06,Utilities,Cash,Home Heating Costs,3157.07,207.49
2023-10-06,Dining Out,Online,Coffee Shop Visit,313.26,22.16
2023-10-07,Clothing,Cash,Fashion Accessories,512.41,1.04
2023-10-07,Utilities,Online,Water Bill,263.32,1.73
2023-10-07,Dining Out,Online,Dinner At A Restaurant,2239.86,86.28
2023-10-08,Utilities,Online,Home Heating Costs,2954.09,189.62
2023-10-08,Transportation,Cash,Ride-Sharing Services,433.52,37.71
2023-10-09,Health & Fitness,Online,Yoga Classes,822.52,80.93
2023-10-09,Housing,Online,HOA Fees,918.91,63.32
2023-10-09,Entertainment,Cash,Sports Events Tickets,847.78,15.77
2023-10-09,Utilities,Cash,Water Bill,672.12,57.75
2023-10-09,Dining Out,Online,Coffee Shop Visit,451.62,13.91
2023-10-10,Groceries,Cash,Condiments And Spices,220.13,21.32
2023-10-10,Dining Out,Cash,Snacks From A Convenience Store,222.7,12.14
2023-10-10,Utilities,Online,Sewer Charges,429.8,8.96
2023-10-11,Dining Out,Online,Dinner At A Restaurant,918.14,77.46
2023-10-11,Dining Out,Cash,Special Occasion Dinner,4583.39,453.68
2023-10-11,Dining Out,Cash,Brunch With Friends,947.79,90.36
2023-10-11,Clothing,Cash,Underwear And Socks,666.93,57.47
2023-10-12,Health & Fitness,Cash,Wellness Programs,1106.31,44.32
2023-10-12,Dining Out,Online,Coffee Shop Visit,261.67,5.56
2023-10-13,Groceries,Online,Organic Produce,2738.02,205.94
2023-10-13,Groceries,Online,Frozen Foods,1308.62,112.89
2023-10-13,Health & Fitness,Online,Medical Consultations,2761.68,146.75
2023-10-14,Transportation,Cash,Parking Fees,441.07,11.85
2023-10-14,Entertainment,Online,Sports Events Tickets,2432.63,109.85
2023-10-14,Dining Out,Cash,Desserts And Treats,495.65,21.59
2023-10-14,Health & Fitness,Cash,Health Screenings,1907.25,4.03
2023-10-14,Dining Out,Cash,Desserts And Treats,374.4,9.01
2023-10-14,Dining Out,Online,Dinner At A Restaurant,2068.2,21.84
2023-10-15,Groceries,Cash,Baking Ingredients,980.08,48.28
2023-10-15,Groceries,Online,Cleaning Supplies,1994.91,46.89
2023-10-15,Dining Out,Online,Coffee Shop Visit,443.58,3.01
2023-10-16,Entertainment,Online,Sports Events Tickets,652.89,23.98
2023-10-16,Dining Out,Online,Coffee Shop Visit,394.33,12.41
2023-10-16,Dining Out,Cash,Buffet Meals,1014.07,36.81
2023-10-16,Dining Out,Online,Beverages At Bars,722.95,26.05
2023-10-16,Groceries,Cash,Frozen Foods,753.07,12.8
2023-10-17,Subscriptions,Cash,Meal Kit Subscriptions,2324.16,73.43
2023-10-17,Health & Fitness,Cash,Nutritional Supplements,1101.93,97.52
2023-10-18,Health & Fitness,Cash,Gym Membership,1427.95,9.85
2023-10-18,Clothing,Online,Casual Wear,706.32,40.31
2023-10-18,Groceries,Cash,Baking Ingredients,646.89,53.82
2023-10-18,Entertainment,Online,Hobby Supplies,338.47,33.62
2023-10-18,Housing,Online,Home Repairs,7706.93,413.92
2023-10-18,Dining Out,Online,Coffee Shop Visit,339.85,6.38
2023-10-19,Dining Out,Cash,Buffet Meals,711.7,46.25
2023-10-19,Transportation,Online,Car Loan Payment,4978.41,256.11
2023-10-19,Transportation,Cash,Ride-Sharing Services,401.67,32.25
2023-10-19,Dining Out,Online,Fast Food Meal,284.89,19.27
2023-10-19,Transportation,Cash,Vehicle Registration Fees,1416.67,66.36
2023-10-20,Transportation,Cash,Bicycle Repairs,722.58,66.6
2023-10-21,Entertainment,Cash,Hobby Supplies,328.8,23.34
2023-10-21,Entertainment,Cash,Theater Performances,832.9,15.66
2023-10-21,Dining Out,Online,Dinner At A Restaurant,969.42,94.46
2023-10-21,Dining Out,Online,Coffee Shop Visit,270.37,10.97
2023-10-22,Health & Fitness,Cash,Nutritional Supplements,1991.9,128.67
2023-10-22,Subscriptions,Cash,Streaming Services,818.69,8.28
2023-10-23,Housing,Online,HOA Fees,2725.83,136.17
2023-10-23,Health & Fitness,Online,Physical Therapy Sessions,831.98,8.32
2023-10-23,Travel,Online,Travel Insurance,2665.48,257.27
2023-10-24,Dining Out,Cash,Coffee Shop Visit,156.79,6.75
2023-10-24,Travel,Online,Local Transportation,383.52,20.89
2023-10-24,Entertainment,Online,Concert Tickets,1012.28,56.48
2023-10-24,Housing,Cash,Home Repairs,5743.05,305.71
2023-10-24,Clothing,Cash,Formal Wear,8052.22,110.0
2023-10-24,Dining Out,Cash,Coffee Shop Visit,176.74,9.69
2023-10-25,Utilities,Cash,Water Bill,615.36,30.36
2023-10-25,Entertainment,Online,Board Games,532.51,8.36
2023-10-25,Transportation,Online,Car Insurance,2358.41,87.24
2023-10-26,Entertainment,Cash,Board Games,1905.61,47.31
2023-10-26,Groceries,Online,Baking Ingredients,507.59,9.62
2023-10-26,Clothing,Cash,Tailoring Services,332.63,0.07
2023-10-26,Clothing,Cash,Athletic Wear,1698.05,149.41
2023-10-27,Entertainment,Online,Hobby Supplies,529.42,11.81
2023-10-27,Dining Out,Cash,Coffee Shop Visit,269.91,25.28
2023-10-28,Utilities,Cash,Sewer Charges,759.87,25.19
2023-10-28,Entertainment,Online,Board Games,1796.14,138.29
2023-10-28,Dining Out,Cash,Dinner At A Restaurant,1747.65,29.24
2023-10-29,Subscriptions,Online,Software Licenses,1676.53,62.41
2023-10-29,Groceries,Online,Meat And Fish,4549.53,363.73
2023-10-29,Health & Fitness,Cash,Medical Consultations,2143.97,169.01
2023-10-29,Health & Fitness,Cash,Physical Therapy Sessions,2557.3,35.76
2023-10-29,Subscriptions,Online,Meal Kit Subscriptions,2341.54,86.01
2023-11-01,Utilities,Online,Maintenance Fees,1098.16,91.49
2023-11-01,Housing,Online,Home Repairs,5240.67,488.53
2023-11-01,Dining Out,Online,Brunch With Friends,786.06,59.87
2023-11-01,Dining Out,Cash,Dinner At A Restaurant,2697.6,83.49
2023-11-02,Clothing,Cash,Tailoring Services,338.72,9.92
2023-11-02,Health & Fitness,Cash,Physical Therapy Sessions,2812.98,231.43
2023-11-02,Housing,Cash,Utilities Included,517.03,31.71
2023-11-02,Housing,Cash,Property Taxes,2601.56,58.96
2023-11-02,Groceries,Online,Organic Produce,2353.27,43.49
2023-11-03,Utilities,Cash,Water Bill,742.98,0.04
2023-11-03,Travel,Online,Dining While Traveling,1673.2,120.44
2023-11-03,Dining Out,Online,Coffee Shop Visit,198.84,9.21
2023-11-04,Entertainment,Cash,Movie Tickets,723.72,34.12
2023-11-04,Transportation,Cash,Parking Fees,220.56,1.31
2023-11-04,Entertainment,Online,Art Supplies,892.42,74.88
2023-11-04,Entertainment,Cash,Hobby Supplies,1116.91,62.36
2023-11-05,Clothing,Cash,Work Attire,2525.3,104.19
2023-11-06,Dining Out,Cash,Buffet Meals,1752.67,23.37
2023-11-06,Health & Fitness,Cash,Personal Training Sessions,2427.48,231.95
2023-11-06,Dining Out,Online,Coffee Shop Visit,269.33,1.1
2023-11-07,Utilities,Cash,Sewer Charges,424.01,27.44
2023-11-07,Transportation,Cash,Toll Charges,234.91,14.31
2023-11-07,Groceries,Cash,Condiments And Spices,211.83,13.06
2023-11-07,Dining Out,Online,Dinner At A Restaurant,1196.58,68.61
2023-11-08,Subscriptions,Online,Meal Kit Subscriptions,1578.76,40.89
2023-11-08,Utilities,Online,Cable TV Subscription,943.25,14.36
2023-11-09,Housing,Cash,Utilities Included,67.65,0.73
2023-11-09,Dining Out,Online,Special Occasion Dinner,2552.7,210.39
2023-11-09,Health & Fitness,Online,Wellness Programs,851.54,66.08
2023-11-09,Dining Out,Cash,Coffee Shop Visit,209.27,13.68
2023-11-10,Groceries,Online,Frozen Foods,1180.23,97.16
2023-11-10,Utilities,Online,Sewer Charges,630.05,45.24
2023-11-10,Clothing,Online,Casual Wear,2545.14,99.06
2023-11-10,Clothing,Online,Casual Wear,2370.41,169.26
2023-11-10,Subscriptions,Cash,Streaming Services,851.35,64.19
2023-11-11,Housing,Online,HOA Fees,1355.41,91.37
2023-11-11,Housing,Cash,Home Security System,4462.77,443.19
2023-11-12,Groceries,Online,Organic Produce,2275.25,176.57
2023-11-12,Clothing,Cash,Underwear And Socks,987.83,19.79
2023-11-12,Housing,Cash,Home Repairs,5526.28,91.48
2023-11-12,Dining Out,Online,Coffee Shop Visit,272.53,19.21
2023-11-13,Clothing,Online,Footwear,1543.77,73.99
2023-11-13,Health & Fitness,Online,Medical Consultations,4466.21,416.47
2023-11-13,Utilities,Online,Waste Disposal Fees,371.83,30.23
2023-11-13,Entertainment,Cash,Movie Tickets,254.92,16.52
2023-11-14,Housing,Cash,Appliance Purchases,24203.11,358.69
2023-11-14,Entertainment,Online,Board Games,1625.43,52.61
2023-11-14,Dining Out,Cash,Dinner At A Restaurant,1788.96,171.29
2023-11-15,Transportation,Cash,Vehicle Registration Fees,645.11,3.13
2023-11-15,Health & Fitness,Cash,Physical Therapy Sessions,2726.79,235.0
2023-11-15,Dining Out,Cash,Coffee Shop Visit,441.16,7.96
2023-11-16,Transportation,Online,Car Loan Payment,8231.58,186.76
2023-11-16,Groceries,Online,Dairy Products,640.21,10.27
2023-11-16,Travel,Cash,Hotel Accommodation,12437.5,83.25
2023-11-16,Travel,Cash,Travel Accessories,665.28,34.6
2023-11-16,Entertainment,Cash,Hobby Supplies,630.53,31.52
2023-11-17,Subscriptions,Cash,Gym Membership,1625.22,155.69
2023-11-17,Health & Fitness,Cash,Physical Therapy Sessions,2990.62,217.38
2023-11-17,Clothing,Online,Children's Apparel,1513.1,40.86
2023-11-18,Travel,Cash,Airfare,21331.43,535.97
2023-11-18,Clothing,Cash,Casual Wear,2122.41,1.7
2023-11-18,Subscriptions,Cash,Gaming Subscriptions,902.88,58.41
2023-11-18,Dining Out,Cash,Coffee Shop Visit,499.25,2.51
2023-11-19,Groceries,Cash,Dairy Products,1918.82,7.14
2023-11-19,Entertainment,Online,Board Games,1084.53,51.15
2023-11-19,Health & Fitness,Cash,Nutritional Supplements,1049.04,47.28
2023-11-19,Health & Fitness,Online,Yoga Classes,971.85,78.65
2023-11-19,Dining Out,Online,Special Occasion Dinner,2294.66,181.72
2023-11-20,Transportation,Cash,Car Loan Payment,5333.66,457.58
2023-11-20,Entertainment,Online,Movie Tickets,258.54,1.99
2023-11-20,Health & Fitness,Cash,Personal Training Sessions,1239.93,106.43
2023-11-20,Utilities,Online,Sewer Charges,779.56,75.51
2023-11-21,Subscriptions,Online,News Websites Subscription,236.29,6.83
2023-11-21,Dining Out,Online,Beverages At Bars,851.34,5.52
2023-11-21,Entertainment,Online,Streaming Equipment,3996.6,5.61
2023-11-21,Dining Out,Cash,Dinner At A Restaurant,2759.73,204.71
2023-11-21,Dining Out,Online,Coffee Shop Visit,321.49,17.07
2023-11-22,Clothing,Cash,Tailoring Services,359.57,23.64
2023-11-22,Subscriptions,Online,Online Learning Platforms,2795.68,229.91
2023-11-22,Travel,Online,Travel Accessories,3095.51,164.85
2023-11-22,Entertainment,Cash,Movie Tickets,625.45,5.99
2023-11-23,Utilities,Online,Cable TV Subscription,968.61,81.51
2023-11-23,Clothing,Online,Fashion Accessories,946.37,94.08
2023-11-24,Clothing,Online,Athletic Wear,1709.43,6.19
2023-11-24,Clothing,Cash,Footwear,1609.22,45.73
2023-11-24,Travel,Online,Travel Insurance,2761.15,27.26
2023-11-24,Subscriptions,Online,Cloud Storage Services,222.92,16.76
2023-11-24,Health & Fitness,Online,Medical Consultations,3794.98,153.27
2023-11-24,Dining Out,Cash,Coffee Shop Visit,330.62,15.63
2023-11-25,Housing,Online,Home Insurance,1077.3,59.53
2023-11-25,Dining Out,Cash,Fast Food Meal,230.72,17.22
2023-11-25,Clothing,Online,Casual Wear,1406.09,73.03
2023-11-25,Transportation,Cash,Parking Fees,667.21,51.19
2023-11-25,Groceries,Cash,Meat And Fish,2663.48,183.97
2023-11-26,Groceries,Cash,Frozen Foods,1214.33,115.15
2023-11-26,Subscriptions,Online,Streaming Services,798.97,18.79
2023-11-26,Entertainment,Online,Concert Tickets,1521.52,108.26
2023-11-27,Transportation,Online,Vehicle Registration Fees,1355.17,90.95
2023-11-27,Dining Out,Online,Coffee Shop Visit,407.54,15.54
2023-11-28,Clothing,Cash,Fashion Accessories,361.15,2.67
2023-12-01,Travel,Online,Travel Accessories,634.64,11.13
2023-12-01,Groceries,Online,Staple Grains,826.79,21.46
2023-12-01,Entertainment,Cash,Movie Tickets,303.77,13.92
2023-12-02,Entertainment,Online,Streaming Equipment,2355.17,2.17
2023-12-02,Dining Out,Online,Coffee Shop Visit,219.63,18.64
2023-12-02,Clothing,Online,Casual Wear,1757.8,23.94
2023-12-02,Dining Out,Cash,Desserts And Treats,437.01,42.01
2023-12-03,Subscriptions,Online,Online Learning Platforms,3714.57,132.81
2023-12-03,Dining Out,Online,Coffee Shop Visit,270.66,10.42
2023-12-04,Entertainment,Online,Sports Events Tickets,1177.8,43.64
2023-12-05,Dining Out,Cash,Buffet Meals,847.57,20.53
2023-12-05,Clothing,Cash,Athletic Wear,1538.75,145.84
2023-12-05,Subscriptions,Cash,Cloud Storage Services,483.43,22.2
2023-12-05,Groceries,Cash,Frozen Foods,722.51,50.73
2023-12-05,Utilities,Online,Waste Disposal Fees,208.08,17.11
2023-12-06,Housing,Online,Home Security System,1918.09,72.06
2023-12-06,Dining Out,Online,Coffee Shop Visit,480.99,25.23
2023-12-07,Groceries,Cash,Fruits And Vegetables,600.62,42.21
2023-12-07,Utilities,Cash,Cable TV Subscription,1770.49,71.34
2023-12-07,Travel,Online,Airfare,6809.24,112.36
2023-12-07,Clothing,Cash,Fashion Accessories,258.37,23.35
2023-12-07,Entertainment,Online,Books And E-Books,232.95,9.03
2023-12-07,Dining Out,Cash,Dinner At A Restaurant,2807.72,150.25
2023-12-08,Groceries,Cash,Fruits And Vegetables,863.47,11.04
2023-12-08,Utilities,Online,Internet Service,829.08,30.33
2023-12-08,Entertainment,Online,Board Games,900.5,64.81
2023-12-08,Housing,Cash,Utilities Included,1208.5,35.03
2023-12-09,Housing,Online,HOA Fees,2897.39,41.42
2023-12-09,Health & Fitness,Cash,Gym Membership,1514.45,7.09
2023-12-09,Housing,Online,Home Security System,1085.12,33.85
2023-12-09,Clothing,Online,Fashion Accessories,791.85,8.86
2023-12-09,Dining Out,Online,Coffee Shop Visit,226.95,20.96
2023-12-10,Health & Fitness,Cash,Medical Consultations,2948.09,41.04
2023-12-10,Groceries,Online,Organic Produce,1444.03,85.02
2023-12-10,Clothing,Cash,Formal Wear,2667.39,182.56
2023-12-11,Transportation,Online,Car Insurance,2305.93,55.78
2023-12-12,Travel,Cash,Travel Accessories,3268.39,173.01
2023-12-12,Dining Out,Cash,Coffee Shop Visit,452.92,8.27
2023-12-13,Housing,Cash,Furnishings,15865.18,902.39
2023-12-14,Utilities,Online,Sewer Charges,630.63,47.95
2023-12-14,Utilities,Online,Mobile Phone Bill,601.38,23.61
2023-12-14,Transportation,Online,Fuel Costs,2011.0,12.55
2023-12-14,Clothing,Cash,Casual Wear,2965.23,88.41
2023-12-14,Dining Out,Online,Dinner At A Restaurant,1717.07,29.6
2023-12-15,Housing,Cash,Furnishings,5546.23,200.61
2023-12-15,Utilities,Online,Cable TV Subscription,518.5,50.25
2023-12-15,Dining Out,Online,Coffee Shop Visit,241.23,1.06
2023-12-16,Housing,Cash,Home Repairs,2674.57,156.07
2023-12-17,Entertainment,Online,Sports Events Tickets,2170.23,173.54
2023-12-17,Groceries,Online,Condiments And Spices,637.03,31.7
2023-12-17,Dining Out,Cash,Fast Food Meal,443.08,21.48
2023-12-17,Transportation,Online,Parking Fees,745.6,73.75
2023-12-17,Travel,Online,Airfare,27849.52,141.95
2023-12-18,Clothing,Online,Casual Wear,762.21,35.46
2023-12-18,Housing,Cash,Appliance Purchases,20159.6,15.77
2023-12-18,Clothing,Cash,Seasonal Clothing,4500.86,428.3
2023-12-18,Dining Out,Cash,Coffee Shop Visit,284.07,10.15
2023-12-19,Dining Out,Cash,Dinner At A Restaurant,2184.03,126.17
2023-12-19,Transportation,Online,Toll Charges,339.68,32.14
2023-12-19,Entertainment,Cash,Streaming Equipment,3287.35,50.65
2023-12-19,Travel,Online,Tour Activities,3721.26,180.83
2023-12-19,Travel,Online,Travel Accessories,2870.07,224.84
2023-12-20,Entertainment,Online,Movie Tickets,356.71,21.21
2023-12-20,Clothing,Online,Tailoring Services,739.73,29.55
2023-12-20,Health & Fitness,Cash,Wellness Programs,419.72,23.05
2023-12-20,Groceries,Online,Cleaning Supplies,855.62,77.48
2023-12-21,Health & Fitness,Online,Yoga Classes,883.02,84.78
2023-12-21,Dining Out,Cash,Dinner At A Restaurant,2478.99,188.99
2023-12-21,Dining Out,Online,Coffee Shop Visit,216.95,17.09
2023-12-22,Housing,Cash,Appliance Purchases,8827.1,226.36
2023-12-22,Groceries,Cash,Dairy Products,1232.13,84.32
2023-12-22,Travel,Online,Travel Insurance,2049.17,166.3
2023-12-23,Health & Fitness,Cash,Fitness Apps,389.01,24.57
2023-12-23,Transportation,Cash,Fuel Costs,9206.6,542.2
2023-12-23,Travel,Cash,Dining While Traveling,2335.22,221.47
2023-12-23,Travel,Cash,Local Transportation,550.5,28.67
2023-12-23,Subscriptions,Online,Software Licenses,817.86,71.43
2023-12-24,Clothing,Online,Seasonal Clothing,4702.33,63.21
2023-12-24,Utilities,Cash,Maintenance Fees,654.89,42.77
2023-12-24,Travel,Online,Tour Activities,1876.53,27.67
2023-12-24,Subscriptions,Cash,Gaming Subscriptions,1356.86,17.01
2023-12-24,Dining Out,Cash,Coffee Shop Visit,417.69,36.85
2023-12-25,Utilities,Cash,Sewer Charges,865.39,51.86
2023-12-25,Utilities,Online,Home Heating Costs,3740.27,187.43
2023-12-25,Dining Out,Online,Coffee Shop Visit,247.03,22.13
2023-12-25,Entertainment,Online,Books And E-Books,508.24,25.67
2023-12-25,Groceries,Online,Dairy Products,1888.44,129.4
2023-12-26,Housing,Cash,HOA Fees,2339.04,163.39
2023-12-26,Utilities,Online,Sewer Charges,268.23,24.98
2023-12-26,Clothing,Online,Casual Wear,624.65,23.4
2023-12-27,Dining Out,Cash,Snacks From A Convenience Store,280.56,10.16
2023-12-27,Housing,Online,Home Security System,1217.44,19.27
2023-12-27,Subscriptions,Cash,Software Licenses,1101.55,53.86
2023-12-27,Housing,Online,Home Repairs,3284.96,72.29
2023-12-27,Dining Out,Online,Coffee Shop Visit,415.99,12.52
2023-12-28,Utilities,Cash,Gas Bill,1139.09,68.52
2023-12-28,Dining Out,Online,Dinner At A Restaurant,2043.76,17.45
2023-12-29,Health & Fitness,Cash,Health Screenings,1599.59,113.36
2023-12-29,Groceries,Online,Organic Produce,1545.6,48.16
2023-12-29,Subscriptions,Online,Streaming Services,404.93,3.95
